symbol;company_name;sector;industry;country
ACIC;American Coastal Insurance Corp;Financial Services;Insurance - Property & Casualty;United States of America
ACIW;ACI Worldwide, Inc.;Technology;Software - Infrastructure;United States of America
ACLS;Axcelis Technologies, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
ACLX;Arcellx, Inc.;Healthcare;Biotechnology;United States of America
ACM;AECOM;Industrials;Engineering & Construction;United States of America
ACMR;ACM Research, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
ACNB;ACNB Corporation;Financial Services;Banks - Regional;United States of America
ACRE;Ares Commercial Real Estate Cor;Real Estate;REIT - Mortgage;United States of America
ACRV;Acrivon Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
ACT;Enact Holdings, Inc.;Financial Services;Insurance - Specialty;United States of America
ACTG;Acacia Research Corporation;Industrials;Business Equipment & Supplies;United States of America
ACU;Acme;Consumer Defensive;Household & Personal Products;United States of America
ACVA;ACV Auctions Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
ADBE;Adobe Inc.;Technology;Software - Application;United States of America
ADC;Agree Realty Corporation;Real Estate;REIT - Retail;United States of America
ADEA;Adeia Inc.;Technology;Software - Application;United States of America
ADI;Analog Devices, Inc.;Technology;Semiconductors;United States of America
ADM;Archer-Daniels-Midland Company;Consumer Defensive;Farm Products;United States of America
ADMA;ADMA Biologics Inc;Healthcare;Biotechnology;United States of America
ADP;Automatic Data Processing, Inc.;Technology;Software - Application;United States of America
ADPT;Adaptive Biotechnologies Corpor;Healthcare;Biotechnology;United States of America
ADSK;Autodesk, Inc.;Technology;Software - Application;United States of America
ADT;ADT Inc.;Industrials;Security & Protection Services;United States of America
ADTN;ADTRAN Holdings, Inc.;Technology;Communication Equipment;United States of America
ADUS;Addus HomeCare Corporation;Healthcare;Medical Care Facilities;United States of America
ADV;Advantage Solutions Inc.;Communication Services;Advertising Agencies;United States of America
ADVM;Adverum Biotechnologies, Inc.;Healthcare;Biotechnology;United States of America
AEE;Ameren Corporation;Utilities;Utilities - Regulated Electric;United States of America
AEHR;Aehr Test Systems;Technology;Semiconductor Equipment & Materials;United States of America
AEIS;Advanced Energy Industries, Inc;Industrials;Electrical Equipment & Parts;United States of America
AEO;American Eagle Outfitters, Inc.;Consumer Cyclical;Apparel Retail;United States of America
AEP;American Electric Power Company;Utilities;Utilities - Regulated Electric;United States of America
AES;The AES Corporation;Utilities;Utilities - Diversified;United States of America
AESI;Atlas Energy Solutions Inc.;Energy;Oil & Gas Equipment & Services;United States of America
AEVA;Aeva Technologies, Inc.;Technology;Software - Infrastructure;United States of America
AEYE;AudioEye, Inc.;Technology;Software - Application;United States of America
AFCG;Advanced Flower Capital Inc.;Real Estate;REIT - Mortgage;United States of America
AFG;American Financial Group, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
AFL;AFLAC Incorporated;Financial Services;Insurance - Life;United States of America
AFRM;Affirm Holdings, Inc.;Technology;Software - Infrastructure;United States of America
AGCO;AGCO Corporation;Industrials;Farm & Heavy Construction Machinery;United States of America
AGIO;Agios Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
AGL;agilon health, inc.;Healthcare;Medical Care Facilities;United States of America
AGM;Federal Agricultural Mortgage C;Financial Services;Credit Services;United States of America
AGNC;AGNC Investment Corp.;Real Estate;REIT - Mortgage;United States of America
AGR;Avangrid, Inc.;Utilities;Utilities - Regulated Electric;United States of America
AGS;PlayAGS, Inc.;Consumer Cyclical;Gambling;United States of America
AGX;Argan, Inc.;Industrials;Engineering & Construction;United States of America
AGYS;Agilysys, Inc.;Technology;Software - Application;United States of America
AHCO;AdaptHealth Corp.;Healthcare;Medical Devices;United States of America
AHH;Armada Hoffler Properties, Inc.;Real Estate;REIT - Diversified;United States of America
AHR;American Healthcare REIT, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
AI;C3.ai, Inc.;Technology;Software - Infrastructure;United States of America
AIG;American International Group, I;Financial Services;Insurance - Diversified;United States of America
AIN;Albany International Corporatio;Consumer Cyclical;Textile Manufacturing;United States of America
AIOT;PowerFleet, Inc.;Technology;Software - Infrastructure;United States of America
AIP;Arteris, Inc.;Technology;Semiconductors;United States of America
AIR;AAR Corp.;Industrials;Aerospace & Defense;United States of America
AIRS;AirSculpt Technologies, Inc.;Healthcare;Medical Care Facilities;United States of America
AIT;Applied Industrial Technologies;Industrials;Industrial Distribution;United States of America
AIV;Apartment Investment and Manage;Real Estate;REIT - Residential;United States of America
AIZ;Assurant, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
AJG;Arthur J. Gallagher & Co.;Financial Services;Insurance Brokers;United States of America
AKAM;Akamai Technologies, Inc.;Technology;Software - Infrastructure;United States of America
AKBA;Akebia Therapeutics, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
AKR;Acadia Realty Trust;Real Estate;REIT - Retail;United States of America
AKRO;Akero Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
AL;Air Lease Corporation;Industrials;Rental & Leasing Services;United States of America
ALAB;Astera Labs, Inc.;Technology;Semiconductors;United States of America
ALB;Albemarle Corporation;Basic Materials;Specialty Chemicals;United States of America
ALCO;Alico, Inc.;Consumer Defensive;Farm Products;United States of America
ALDX;Aldeyra Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
ALE;Allete, Inc.;Utilities;Utilities - Diversified;United States of America
ALEC;Alector, Inc.;Healthcare;Biotechnology;United States of America
ALEX;Alexander & Baldwin, Inc.;Real Estate;REIT - Retail;United States of America
ALG;Alamo Group, Inc.;Industrials;Farm & Heavy Construction Machinery;United States of America
ALGM;Allegro MicroSystems, Inc.;Technology;Semiconductors;United States of America
ALGN;Align Technology, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
ALGT;Allegiant Travel Company;Industrials;Airlines;United States of America
ALHC;Alignment Healthcare, Inc.;Healthcare;Healthcare Plans;United States of America
ALIT;Alight, Inc.;Technology;Software - Application;United States of America
ALK;Alaska Air Group, Inc.;Industrials;Airlines;United States of America
ALKT;Alkami Technology, Inc.;Technology;Software - Application;United States of America
ALL;Allstate Corporation (The);Financial Services;Insurance - Property & Casualty;United States of America
ALLO;Allogene Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
ALLY;Ally Financial Inc.;Financial Services;Credit Services;United States of America
ALMS;Alumis Inc.;Healthcare;Biotechnology;United States of America
ALNT;Allient Inc.;Technology;Electronic Components;United States of America
ALNY;Alnylam Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
ALRM;Alarm.com Holdings, Inc.;Technology;Software - Application;United States of America
ALRS;Alerus Financial Corporation;Financial Services;Banks - Regional;United States of America
ALSN;Allison Transmission Holdings, ;Consumer Cyclical;Auto Parts;United States of America
ALT;Altimmune, Inc.;Healthcare;Biotechnology;United States of America
ALTG;Alta Equipment Group Inc.;Industrials;Rental & Leasing Services;United States of America
ALTI;AlTi Global, Inc.;Financial Services;Asset Management;United States of America
ALTR;Altair Engineering Inc.;Technology;Software - Application;United States of America
ALX;Alexander's, Inc.;Real Estate;REIT - Retail;United States of America
AM;Antero Midstream Corporation;Energy;Oil & Gas Midstream;United States of America
AMAL;Amalgamated Financial Corp.;Financial Services;Banks - Regional;United States of America
AMAT;Applied Materials, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
AMBA;Ambarella, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
AMBC;Ambac Financial Group, Inc.;Financial Services;Insurance - Specialty;United States of America
AMC;AMC Entertainment Holdings, Inc;Communication Services;Entertainment;United States of America
AMCX;AMC Networks Inc.;Communication Services;Entertainment;United States of America
AMD;Advanced Micro Devices, Inc.;Technology;Semiconductors;United States of America
AME;AMETEK, Inc.;Industrials;Specialty Industrial Machinery;United States of America
AMED;Amedisys Inc;Healthcare;Medical Care Facilities;United States of America
AMG;Affiliated Managers Group, Inc.;Financial Services;Asset Management;United States of America
AMGN;Amgen Inc.;Healthcare;Drug Manufacturers - General;United States of America
AMH;American Homes 4 Rent;Real Estate;REIT - Residential;United States of America
AMKR;Amkor Technology, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
AMLX;Amylyx Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
AMN;AMN Healthcare Services Inc;Healthcare;Medical Care Facilities;United States of America
AMP;Ameriprise Financial, Inc.;Financial Services;Asset Management;United States of America
AMPH;Amphastar Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
AMPL;Amplitude, Inc.;Technology;Software - Application;United States of America
AMPS;Altus Power, Inc.;Utilities;Utilities - Renewable;United States of America
AMPY;Amplify Energy Corp.;Energy;Oil & Gas E&P;United States of America
AMR;Alpha Metallurgical Resources, ;Basic Materials;Coking Coal;United States of America
AMRC;Ameresco, Inc.;Industrials;Engineering & Construction;United States of America
AMRK;A-Mark Precious Metals, Inc.;Financial Services;Capital Markets;United States of America
AMRX;Amneal Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
AMSC;American Superconductor Corpora;Industrials;Specialty Industrial Machinery;United States of America
AMSF;AMERISAFE, Inc.;Financial Services;Insurance - Specialty;United States of America
AMT;American Tower Corporation (REI;Real Estate;REIT - Specialty;United States of America
AMTB;Amerant Bancorp Inc.;Financial Services;Banks - Regional;United States of America
AMTM;Amentum Holdings, Inc.;Industrials;Specialty Business Services;United States of America
AMTX;Aemetis, Inc;Energy;Oil & Gas Refining & Marketing;United States of America
AMWD;American Woodmark Corporation;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
AMZN;Amazon.com, Inc.;Consumer Cyclical;Internet Retail;United States of America
AN;AutoNation, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
ANAB;AnaptysBio, Inc.;Healthcare;Biotechnology;United States of America
ANDE;The Andersons, Inc.;Consumer Defensive;Food Distribution;United States of America
ANET;Arista Networks, Inc.;Technology;Computer Hardware;United States of America
ANF;Abercrombie & Fitch Company;Consumer Cyclical;Apparel Retail;United States of America
ANGI;Angi Inc.;Communication Services;Internet Content & Information;United States of America
ANGO;AngioDynamics, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
ANIK;Anika Therapeutics Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
ANIP;ANI Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
ANNX;Annexon, Inc.;Healthcare;Biotechnology;United States of America
ANSS;ANSYS, Inc.;Technology;Software - Application;United States of America
AOMR;Angel Oak Mortgage REIT, Inc.;Real Estate;REIT - Mortgage;United States of America
AORT;Artivion, Inc.;Healthcare;Medical Devices;United States of America
AOS;A.O. Smith Corporation;Industrials;Specialty Industrial Machinery;United States of America
AOSL;Alpha and Omega Semiconductor L;Technology;Semiconductors;United States of America
AOUT;American Outdoor Brands, Inc.;Consumer Cyclical;Leisure;United States of America
APA;APA Corporation;Energy;Oil & Gas E&P;United States of America
APAM;Artisan Partners Asset Manageme;Financial Services;Asset Management;United States of America
APD;Air Products and Chemicals, Inc;Basic Materials;Specialty Chemicals;United States of America
APEI;American Public Education, Inc.;Consumer Defensive;Education & Training Services;United States of America
APG;APi Group Corporation;Industrials;Engineering & Construction;United States of America
APGE;Apogee Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
APH;Amphenol Corporation;Technology;Electronic Components;United States of America
APLD;Applied Digital Corporation;Technology;Information Technology Services;United States of America
APLE;Apple Hospitality REIT, Inc.;Real Estate;REIT - Hotel & Motel;United States of America
APLS;Apellis Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
APO;Apollo Global Management, Inc. ;Financial Services;Asset Management;United States of America
APOG;Apogee Enterprises, Inc.;Industrials;Building Products & Equipment;United States of America
APP;Applovin Corporation;Technology;Software - Application;United States of America
APPF;AppFolio, Inc.;Technology;Software - Application;United States of America
APPN;Appian Corporation;Technology;Software - Infrastructure;United States of America
APPS;Digital Turbine, Inc.;Technology;Software - Application;United States of America
AQST;Aquestive Therapeutics, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
AR;Antero Resources Corporation;Energy;Oil & Gas E&P;United States of America
ARAY;Accuray Incorporated;Healthcare;Medical Devices;United States of America
ARCB;ArcBest Corporation;Industrials;Trucking;United States of America
ARCT;Arcturus Therapeutics Holdings ;Healthcare;Biotechnology;United States of America
ARDT;Ardent Health Partners, Inc.;Healthcare;Medical Care Facilities;United States of America
ARDX;Ardelyx, Inc.;Healthcare;Biotechnology;United States of America
ARE;Alexandria Real Estate Equities;Real Estate;REIT - Office;United States of America
ARES;Ares Management Corporation;Financial Services;Asset Management;United States of America
ARHS;Arhaus, Inc.;Consumer Cyclical;Specialty Retail;United States of America
ARI;Apollo Commercial Real Estate F;Real Estate;REIT - Mortgage;United States of America
ARIS;Aris Water Solutions, Inc.;Utilities;Utilities - Regulated Water;United States of America
ARKO;ARKO Corp.;Consumer Cyclical;Specialty Retail;United States of America
ARLO;Arlo Technologies, Inc.;Industrials;Building Products & Equipment;United States of America
ARMK;Aramark;Industrials;Specialty Business Services;United States of America
AROC;Archrock, Inc.;Energy;Oil & Gas Equipment & Services;United States of America
AROW;Arrow Financial Corporation;Financial Services;Banks - Regional;United States of America
ARQ;Arq, Inc.;Industrials;Pollution & Treatment Controls;United States of America
ARQT;Arcutis Biotherapeutics, Inc.;Healthcare;Biotechnology;United States of America
ARR;ARMOUR Residential REIT, Inc.;Real Estate;REIT - Mortgage;United States of America
ARRY;Array Technologies, Inc.;Technology;Solar;United States of America
ARVN;Arvinas, Inc.;Healthcare;Biotechnology;United States of America
ARW;Arrow Electronics, Inc.;Technology;Electronics & Computer Distribution;United States of America
ARWR;Arrowhead Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
ASAN;Asana, Inc.;Technology;Software - Application;United States of America
ASB;Associated Banc-Corp;Financial Services;Banks - Regional;United States of America
ASGN;ASGN Incorporated;Technology;Information Technology Services;United States of America
ASH;Ashland Inc.;Basic Materials;Specialty Chemicals;United States of America
ASIX;AdvanSix Inc.;Basic Materials;Chemicals;United States of America
ASLE;AerSale Corporation;Industrials;Airports & Air Services;United States of America
ASO;Academy Sports and Outdoors, In;Consumer Cyclical;Specialty Retail;United States of America
ASPI;ASP Isotopes Inc.;Basic Materials;Chemicals;United States of America
ASPN;Aspen Aerogels, Inc.;Industrials;Building Products & Equipment;United States of America
ASTE;Astec Industries, Inc.;Industrials;Farm & Heavy Construction Machinery;United States of America
ASTH;Astrana Health Inc.;Healthcare;Medical Care Facilities;United States of America
